image_id,filename,transform_name,intensity_value,pipeline_version,hash_algorithm,hash_value,hash_ref,hamming_distance,width,height,aspect_ratio
000000000139,000000000139.jpg,contrast,0.7,v2.0,ahash,fefefe3c0282021f,fefefe3c1282021f,1,640,426,1.502347
000000000139,000000000139.jpg,contrast,0.7,v2.0,whash,fefefe3c0280001f,fefefe3c0280001f,0,640,426,1.502347
000000000139,000000000139.jpg,contrast,0.7,v2.0,colorhash,03e00000000,01e00008000,2,640,426,1.502347
000000000139,000000000139.jpg,contrast,0.7,v2.0,dhash_vertical,03bc3802c3c03fff,03bc3802c3c13fff,1,640,426,1.502347
000000000139,000000000139.jpg,contrast,0.7,v2.0,phash_simple,afada5a7bea8a8a8,afada5a7bea8a8a8,0,640,426,1.502347
000000000139,000000000139.jpg,contrast,0.7,v2.0,pdq,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,0,640,426,1.502347
000000000139,000000000139.jpg,contrast,0.85,v2.0,phash,95d3f8748359f805,95d3f8748359f805,0,640,426,1.502347
000000000139,000000000139.jpg,contrast,0.85,v2.0,dhash,786468706e26367b,786468706e26367b,0,640,426,1.502347
000000000139,000000000139.jpg,contrast,0.85,v2.0,ahash,fefefe3c0282021f,fefefe3c1282021f,1,640,426,1.502347
000000000139,000000000139.jpg,contrast,0.85,v2.0,whash,fefefe3c0280001f,fefefe3c0280001f,0,640,426,1.502347
000000000139,000000000139.jpg,contrast,0.85,v2.0,colorhash,02e00000000,01e00008000,2,640,426,1.502347
000000000139,000000000139.jpg,contrast,0.85,v2.0,dhash_vertical,03bc3802c3c03fff,03bc3802c3c13fff,1,640,426,1.502347
000000000139,000000000139.jpg,contrast,0.85,v2.0,phash_simple,afada5a7bea8a8a8,afada5a7bea8a8a8,0,640,426,1.502347
000000000139,000000000139.jpg,contrast,0.85,v2.0,pdq,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,0,640,426,1.502347
000000000139,000000000139.jpg,contrast,1.15,v2.0,phash,95d3f8748359f805,95d3f8748359f805,0,640,426,1.502347
000000000139,000000000139.jpg,contrast,1.15,v2.0,dhash,786c68706e26367b,786468706e26367b,1,640,426,1.502347
000000000139,000000000139.jpg,contrast,1.15,v2.0,ahash,fefefe3c1282021f,fefefe3c1282021f,0,640,426,1.502347
000000000139,000000000139.jpg,contrast,1.15,v2.0,whash,fefefe3c0280001f,fefefe3c0280001f,0,640,426,1.502347
000000000139,000000000139.jpg,contrast,1.15,v2.0,colorhash,09600018000,01e00008000,3,640,426,1.502347
000000000139,000000000139.jpg,contrast,1.15,v2.0,dhash_vertical,03bc3802c3c03fff,03bc3802c3c13fff,1,640,426,1.502347
000000000139,000000000139.jpg,contrast,1.15,v2.0,phash_simple,afada5a7bea8a8a8,afada5a7bea8a8a8,0,640,426,1.502347
000000000139,000000000139.jpg,contrast,1.15,v2.0,pdq,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,0,640,426,1.502347
000000000139,000000000139.jpg,contrast,1.5,v2.0,phash,95d3b8748359fa05,95d3f8748359f805,2,640,426,1.502347
000000000139,000000000139.jpg,contrast,1.5,v2.0,dhash,786468706e26367b,786468706e26367b,0,640,426,1.502347
000000000139,000000000139.jpg,contrast,1.5,v2.0,ahash,fefefe3c0282021f,fefefe3c1282021f,1,640,426,1.502347
000000000139,000000000139.jpg,contrast,1.5,v2.0,whash,fefefe3c0280001f,fefefe3c0280001f,0,640,426,1.502347
000000000139,000000000139.jpg,contrast,1.5,v2.0,colorhash,08400038000,01e00008000,3,640,426,1.502347
000000000139,000000000139.jpg,contrast,1.5,v2.0,dhash_vertical,03bc3802c3c03fff,03bc3802c3c13fff,1,640,426,1.502347
000000000139,000000000139.jpg,contrast,1.5,v2.0,phash_simple,afada5a7bea8a8a8,afada5a7bea8a8a8,0,640,426,1.502347
000000000139,000000000139.jpg,contrast,1.5,v2.0,pdq,1001001111001100001001100111100001111010011100100101000101111010001001010010101101001010000101111000000111110001110011100001100010111000101101111011011101010000010011110010111110111101110011010111000111100000000100101001011100100101100011110100100011100101,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,4,640,426,1.502347
000000000139,000000000139.jpg,contrast,2.0,v2.0,phash,95d2f8748359fa05,95d3f8748359f805,2,640,426,1.502347
000000000139,000000000139.jpg,contrast,2.0,v2.0,dhash,786c68706e26367b,786468706e26367b,1,640,426,1.502347
000000000139,000000000139.jpg,contrast,2.0,v2.0,ahash,fefefe3c0282021f,fefefe3c1282021f,1,640,426,1.502347
000000000139,000000000139.jpg,contrast,2.0,v2.0,whash,fcfefe3c0282001f,fefefe3c0280001f,2,640,426,1.502347
000000000139,000000000139.jpg,contrast,2.0,v2.0,colorhash,08200038000,01e00008000,3,640,426,1.502347
000000000139,000000000139.jpg,contrast,2.0,v2.0,dhash_vertical,03bc3802c3c03fff,03bc3802c3c13fff,1,640,426,1.502347
000000000139,000000000139.jpg,contrast,2.0,v2.0,phash_simple,afada5a7bea8a8a8,afada5a7bea8a8a8,0,640,426,1.502347
000000000139,000000000139.jpg,contrast,2.0,v2.0,pdq,1001001111101000001001100110100001111010011100100101000101111010001001010010101101001010000101111000000111110001110111100001100010111000101101111011011101010000010011110010111110111101110011010111000111101000000100101001011100100101100011100100100011100101,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,10,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.2,v2.0,phash,95d3f8748359f805,95d3f8748359f805,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.2,v2.0,dhash,786468706e26367b,786468706e26367b,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.2,v2.0,ahash,fefefe3c0282021f,fefefe3c1282021f,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.2,v2.0,whash,fefefe3c0280001f,fefefe3c0280001f,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.2,v2.0,colorhash,07200180000,01e00008000,5,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.2,v2.0,dhash_vertical,03bc3802c3c03fff,03bc3802c3c13fff,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.2,v2.0,phash_simple,afada5a7bea8a8a8,afada5a7bea8a8a8,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.2,v2.0,pdq,1001001111001100001001100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110111100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,2,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.43,v2.0,phash,95d3f8748359f805,95d3f8748359f805,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.43,v2.0,dhash,786468706e26367b,786468706e26367b,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.43,v2.0,ahash,fefefe3c0282021f,fefefe3c1282021f,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.43,v2.0,whash,fefefe3c0280001f,fefefe3c0280001f,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.43,v2.0,colorhash,07e00000000,01e00008000,2,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.43,v2.0,dhash_vertical,03bc3802c3c03fff,03bc3802c3c13fff,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.43,v2.0,phash_simple,afada5a7bea8a8a8,afada5a7bea8a8a8,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.43,v2.0,pdq,1001001111001100001001100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110111100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,2,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.66,v2.0,phash,95d3f8748359f805,95d3f8748359f805,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.66,v2.0,dhash,786c68706e26367b,786468706e26367b,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.66,v2.0,ahash,fefefe3c0282021f,fefefe3c1282021f,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.66,v2.0,whash,fefefe3c0280001f,fefefe3c0280001f,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.66,v2.0,colorhash,02e00000000,01e00008000,2,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.66,v2.0,dhash_vertical,03bc3802c3c03fff,03bc3802c3c13fff,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.66,v2.0,phash_simple,afada5a7bea8a8a8,afada5a7bea8a8a8,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.66,v2.0,pdq,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.89,v2.0,phash,95d3f8748359f805,95d3f8748359f805,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.89,v2.0,dhash,786c68706e26367b,786468706e26367b,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.89,v2.0,ahash,fefefe3c0282021f,fefefe3c1282021f,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.89,v2.0,whash,fefefe3c0280001f,fefefe3c0280001f,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.89,v2.0,colorhash,02c00000000,01e00008000,3,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.89,v2.0,dhash_vertical,03bc3802c3c03fff,03bc3802c3c13fff,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.89,v2.0,phash_simple,afada5a7bea8a8a8,afada5a7bea8a8a8,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,0.89,v2.0,pdq,1001001111001100001001100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110111100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,2,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.11,v2.0,phash,95d3f8748359f805,95d3f8748359f805,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.11,v2.0,dhash,786c68706e26367b,786468706e26367b,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.11,v2.0,ahash,fefefe3c0282021f,fefefe3c1282021f,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.11,v2.0,whash,fefefe3c0280001f,fefefe3c0280001f,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.11,v2.0,colorhash,01600018000,01e00008000,2,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.11,v2.0,dhash_vertical,03bc3802c3c03fff,03bc3802c3c13fff,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.11,v2.0,phash_simple,afada5a7bea8a8a8,afada5a7bea8a8a8,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.11,v2.0,pdq,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.34,v2.0,phash,95d3f8748359f805,95d3f8748359f805,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.34,v2.0,dhash,786c68706e26367b,786468706e26367b,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.34,v2.0,ahash,fefefe3c0282021f,fefefe3c1282021f,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.34,v2.0,whash,fefefe3c0280001f,fefefe3c0280001f,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.34,v2.0,colorhash,01400030000,01e00008000,3,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.34,v2.0,dhash_vertical,03bc3802c3c03fff,03bc3802c3c13fff,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.34,v2.0,phash_simple,afada5a7bea8a8a8,afada5a7bea8a8a8,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.34,v2.0,pdq,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.57,v2.0,phash,95d3f8748359f805,95d3f8748359f805,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.57,v2.0,dhash,786c68706e26367b,786468706e26367b,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.57,v2.0,ahash,fefefe3c0282021f,fefefe3c1282021f,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.57,v2.0,whash,fefefe3c0280001f,fefefe3c0280001f,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.57,v2.0,colorhash,01200038000,01e00008000,2,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.57,v2.0,dhash_vertical,03bc3802c3c03fff,03bc3802c3c13fff,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.57,v2.0,phash_simple,afada5a7bea8a8a8,afada5a7bea8a8a8,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.57,v2.0,pdq,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.8,v2.0,phash,95d3f8748359f805,95d3f8748359f805,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.8,v2.0,dhash,786468706e26367b,786468706e26367b,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.8,v2.0,ahash,fefefe3c0282021f,fefefe3c1282021f,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.8,v2.0,whash,fefefe3c0280001f,fefefe3c0280001f,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.8,v2.0,colorhash,01200038000,01e00008000,2,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.8,v2.0,dhash_vertical,03bc3802c3c03fff,03bc3802c3c13fff,1,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.8,v2.0,phash_simple,afada5a7bea8a8a8,afada5a7bea8a8a8,0,640,426,1.502347
000000000139,000000000139.jpg,saturation,1.8,v2.0,pdq,1001001111001100001001100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101100011110100100011100101,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,2,640,426,1.502347
000000000139,000000000139.jpg,vibrancy,0.2,v2.0,phash,95d3b8748359fa05,95d3f8748359f805,2,640,426,1.502347
000000000139,000000000139.jpg,vibrancy,0.2,v2.0,dhash,782c68706e26367b,786468706e26367b,2,640,426,1.502347
000000000139,000000000139.jpg,vibrancy,0.2,v2.0,ahash,fefefe3c1280021f,fefefe3c1282021f,1,640,426,1.502347
000000000139,000000000139.jpg,vibrancy,0.2,v2.0,whash,fefefe3c0280001f,fefefe3c0280001f,0,640,426,1.502347
000000000139,000000000139.jpg,vibrancy,0.2,v2.0,colorhash,03c00000000,01e00008000,3,640,426,1.502347
000000000139,000000000139.jpg,vibrancy,0.2,v2.0,dhash_vertical,03bc3802c3c03fff,03bc3802c3c13fff,1,640,426,1.502347
000000000139,000000000139.jpg,vibrancy,0.2,v2.0,phash_simple,afada5a7bea8a8a8,afada5a7bea8a8a8,0,640,426,1.502347
000000000139,000000000139.jpg,vibrancy,0.2,v2.0,pdq,1001001111001100001011100101100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001110010111000101101111011011111010000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,1001001111001100001011100111100001111010011100100101000101111010001001010000101101001010000101111000000111110001110011100001100010111000101101111011011101110000010011110010111110111101110011010111000111100000000100101001011100100101000011110100100011100101,4,640,426,1.502347
