image_id,filename,transform_name,intensity_value,pipeline_version,encode_mse,encode_psnr,decode_secret,decode_present,decode_schema,bit_accuracy,width,height,aspect_ratio,auto_cropped
000000000139,000000000139.jpg,none,,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,brightness,0.5,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,brightness,0.7,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,brightness,0.85,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,brightness,1.15,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,brightness,1.5,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,brightness,2.0,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000010000001100000110001,False,,0.9795918367346939,640,426,1.502347,False
000000000139,000000000139.jpg,contrast,0.5,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,contrast,0.7,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,contrast,0.85,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,contrast,1.15,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,contrast,1.5,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,contrast,2.0,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,saturation,0.2,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,saturation,0.43,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,saturation,0.66,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,saturation,0.89,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,saturation,1.11,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,saturation,1.34,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,saturation,1.57,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,saturation,1.8,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,vibrancy,0.2,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,vibrancy,0.43,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,vibrancy,0.66,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,vibrancy,0.89,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,vibrancy,1.11,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,vibrancy,1.34,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,vibrancy,1.57,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,vibrancy,1.8,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,gaussian_blur,0.5,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,gaussian_blur,1.0,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,gaussian_blur,1.5,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,gaussian_blur,2.0,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,gaussian_blur,3.0,v2.0,2.389963566118936,44.34689080486345,1000100100001100101110110000011000001100000110001,False,,0.9387755102040817,640,426,1.502347,False
000000000139,000000000139.jpg,gaussian_blur,5.0,v2.0,2.389963566118936,44.34689080486345,1000100001111000001111111000011111001000100110001,False,,0.673469387755102,640,426,1.502347,False
000000000139,000000000139.jpg,salt_pepper_noise,0.01,v2.0,2.389963566118936,44.34689080486345,1001100100001110111000110000011000001100000110011,False,,0.9387755102040817,640,426,1.502347,False
000000000139,000000000139.jpg,salt_pepper_noise,0.02,v2.0,2.389963566118936,44.34689080486345,1000100100001011101000010000011000001100000111011,False,,0.8979591836734694,640,426,1.502347,False
000000000139,000000000139.jpg,salt_pepper_noise,0.04,v2.0,2.389963566118936,44.34689080486345,1000110100001110100000110000011000001100001010001,False,,0.9183673469387755,640,426,1.502347,False
000000000139,000000000139.jpg,salt_pepper_noise,0.06,v2.0,2.389963566118936,44.34689080486345,0010100000000110111100101000001000001100100110001,False,,0.7959183673469388,640,426,1.502347,False
000000000139,000000000139.jpg,salt_pepper_noise,0.1,v2.0,2.389963566118936,44.34689080486345,0000101101001010111010110001001010001110001110001,False,,0.7755102040816326,640,426,1.502347,False
000000000139,000000000139.jpg,salt_pepper_noise,0.15,v2.0,2.389963566118936,44.34689080486345,1000000000001011101000011010101100101100000101001,False,,0.7346938775510204,640,426,1.502347,False
000000000139,000000000139.jpg,jpeg_compression,95,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,jpeg_compression,80,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,jpeg_compression,65,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,jpeg_compression,50,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,jpeg_compression,35,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,jpeg_compression,20,v2.0,2.389963566118936,44.34689080486345,1000100100001110101000110000011000001100000110001,True,,1.0,640,426,1.502347,False
000000000139,000000000139.jpg,jpeg_compression,10,v2.0,2.389963566118936,44.34689080486345,0000000000000000011110000000000000000000000000000,False,,0.6122448979591837,640,426,1.502347,False
000000000139,000000000139.jpg,jpeg_compression,5,v2.0,2.389963566118936,44.34689080486345,0000000000000000000000000000000000000000000000000,False,,0.6530612244897959,640,426,1.502347,False
000000000139,000000000139.jpg,rotation,1,v2.0,2.389963566118936,44.34689080486345,0000000011110011111111111111111111110000001011001,False,,0.40816326530612246,640,426,1.502347,False
000000000139,000000000139.jpg,rotation,2,v2.0,2.389963566118936,44.34689080486345,0000000000001000000000001111111111111100001101001,False,,0.5510204081632653,640,426,1.502347,False
000000000139,000000000139.jpg,rotation,5,v2.0,2.389963566118936,44.34689080486345,0000000000000000000000000000000001111100001111010,False,,0.6122448979591837,640,426,1.502347,False
000000000139,000000000139.jpg,rotation,10,v2.0,2.389963566118936,44.34689080486345,0000000000000000000000000000000000011000100110000,False,,0.673469387755102,640,426,1.502347,False
000000000139,000000000139.jpg,rotation,20,v2.0,2.389963566118936,44.34689080486345,0000000000000000000000000000000010111111111111000,False,,0.5510204081632653,640,426,1.502347,False
000000000139,000000000139.jpg,rotation,45,v2.0,2.389963566118936,44.34689080486345,0000000000000000000000000000010000001101110010101,False,,0.673469387755102,640,426,1.502347,False
000000000139,000000000139.jpg,rotation,70,v2.0,2.389963566118936,44.34689080486345,0000000000000000000000100101111101101001010011110,False,,0.5306122448979592,640,426,1.502347,False
000000000139,000000000139.jpg,rotation,90,v2.0,2.389963566118936,44.34689080486345,1111111001000110011001111011100011011100011010100,False,,0.4897959183673469,426,640,0.665625,False
000000000139,000000000139.jpg,scaling,0.25,v2.0,2.389963566118936,44.34689080486345,1111001011010010110110011110011111001001110110100,False,,0.42857142857142855,160,106,1.509434,False
000000000139,000000000139.jpg,scaling,0.5,v2.0,2.389963566118936,44.34689080486345,1000011001111001001001110011100001011101001111111,False,,0.5102040816326531,320,213,1.502347,False
000000000139,000000000139.jpg,scaling,0.75,v2.0,2.389963566118936,44.34689080486345,1001010001100110110000100001100011001010111001101,False,,0.4897959183673469,480,319,1.504702,False
000000000139,000000000139.jpg,scaling,1.5,v2.0,2.389963566118936,44.34689080486345,1000101000110100101011011001000101010100100001000,False,,0.5510204081632653,960,639,1.502347,False
000000000139,000000000139.jpg,scaling,2.0,v2.0,2.389963566118936,44.34689080486345,1100100011000111010101001111000101011001000011100,False,,0.42857142857142855,1280,852,1.502347,False
000000000139,000000000139.jpg,scaling,3.0,v2.0,2.389963566118936,44.34689080486345,0000101101001101011110010111010101010101000001101,False,,0.5306122448979592,1920,1278,1.502347,False
000000000139,000000000139.jpg,crop_center,0.1,v2.0,2.389963566118936,44.34689080486345,0111010110011111111000111110110111101000001011111,False,,0.4897959183673469,576,383,1.503916,False
