method,metric,transform_name,intensity_value,n_images,mean,median,sd,ci_level,ci_method,ci_low,ci_high,bootstrap_seed,bootstrap_repetitions
hash,mean_bit_error_fraction,jpeg_compression,80,1200,0.002957,0.001953,0.002955,0.95,percentile_bootstrap_mean,0.002785,0.003123,20260812,2000
hash,mean_bit_error_fraction,jpeg_compression,95,1200,0.001963,0.001953,0.002328,0.95,percentile_bootstrap_mean,0.001829,0.002098,20260812,2000
hash,mean_bit_error_fraction,letterbox,black,1200,0.174346,0.182617,0.043789,0.95,percentile_bootstrap_mean,0.171949,0.176879,20260812,2000
hash,mean_bit_error_fraction,letterbox,grey,1200,0.169945,0.177734,0.043852,0.95,percentile_bootstrap_mean,0.167523,0.172422,20260812,2000
hash,mean_bit_error_fraction,rotation,1,1200,0.038123,0.036133,0.011881,0.95,percentile_bootstrap_mean,0.037502,0.038809,20260812,2000
hash,mean_bit_error_fraction,rotation,10,1200,0.182937,0.184570,0.017673,0.95,percentile_bootstrap_mean,0.181859,0.183957,20260812,2000
hash,mean_bit_error_fraction,rotation,2,1200,0.066941,0.065430,0.015097,0.95,percentile_bootstrap_mean,0.066060,0.067800,20260812,2000
hash,mean_bit_error_fraction,rotation,20,1200,0.218367,0.218750,0.015427,0.95,percentile_bootstrap_mean,0.217517,0.219203,20260812,2000
hash,mean_bit_error_fraction,rotation,45,1200,0.236735,0.238281,0.011818,0.95,percentile_bootstrap_mean,0.236067,0.237354,20260812,2000
hash,mean_bit_error_fraction,rotation,5,1200,0.129098,0.128906,0.018098,0.95,percentile_bootstrap_mean,0.128033,0.130087,20260812,2000
hash,mean_bit_error_fraction,rotation,70,1200,0.239348,0.240234,0.011558,0.95,percentile_bootstrap_mean,0.238705,0.240017,20260812,2000
hash,mean_bit_error_fraction,rotation,90,1200,0.231922,0.233398,0.010240,0.95,percentile_bootstrap_mean,0.231312,0.232487,20260812,2000
hash,mean_bit_error_fraction,salt_pepper_noise,0.01,1200,0.006418,0.004883,0.005307,0.95,percentile_bootstrap_mean,0.006131,0.006720,20260812,2000
hash,mean_bit_error_fraction,salt_pepper_noise,0.02,1200,0.008278,0.006836,0.006256,0.95,percentile_bootstrap_mean,0.007949,0.008648,20260812,2000
hash,mean_bit_error_fraction,salt_pepper_noise,0.04,1200,0.011283,0.009766,0.007635,0.95,percentile_bootstrap_mean,0.010862,0.011716,20260812,2000
hash,mean_bit_error_fraction,salt_pepper_noise,0.06,1200,0.013516,0.011719,0.008703,0.95,percentile_bootstrap_mean,0.013039,0.014002,20260812,2000
hash,mean_bit_error_fraction,salt_pepper_noise,0.1,1200,0.017309,0.015625,0.009802,0.95,percentile_bootstrap_mean,0.016773,0.017894,20260812,2000
hash,mean_bit_error_fraction,salt_pepper_noise,0.15,1200,0.021781,0.019531,0.011245,0.95,percentile_bootstrap_mean,0.021177,0.022428,20260812,2000
hash,mean_bit_error_fraction,saturation,0.2,1200,0.009929,0.009766,0.004517,0.95,percentile_bootstrap_mean,0.009665,0.010185,20260812,2000
hash,mean_bit_error_fraction,saturation,0.43,1200,0.009460,0.009766,0.004781,0.95,percentile_bootstrap_mean,0.009186,0.009736,20260812,2000
hash,mean_bit_error_fraction,saturation,0.66,1200,0.008346,0.007812,0.004664,0.95,percentile_bootstrap_mean,0.008081,0.008617,20260812,2000
hash,mean_bit_error_fraction,saturation,0.89,1200,0.005940,0.005859,0.004482,0.95,percentile_bootstrap_mean,0.005693,0.006200,20260812,2000
hash,mean_bit_error_fraction,saturation,1.11,1200,0.006185,0.005859,0.004328,0.95,percentile_bootstrap_mean,0.005940,0.006410,20260812,2000
hash,mean_bit_error_fraction,saturation,1.34,1200,0.009196,0.008789,0.005132,0.95,percentile_bootstrap_mean,0.008922,0.009491,20260812,2000
hash,mean_bit_error_fraction,saturation,1.57,1200,0.011501,0.010742,0.006309,0.95,percentile_bootstrap_mean,0.011156,0.011855,20260812,2000
hash,mean_bit_error_fraction,saturation,1.8,1200,0.013381,0.011719,0.007551,0.95,percentile_bootstrap_mean,0.012955,0.013817,20260812,2000
hash,mean_bit_error_fraction,scaling,0.25,1200,0.013034,0.012695,0.004552,0.95,percentile_bootstrap_mean,0.012785,0.013280,20260812,2000
hash,mean_bit_error_fraction,scaling,0.5,1200,0.007303,0.006836,0.003922,0.95,percentile_bootstrap_mean,0.007077,0.007514,20260812,2000
hash,mean_bit_error_fraction,scaling,0.75,1200,0.006141,0.005859,0.002947,0.95,percentile_bootstrap_mean,0.005977,0.006303,20260812,2000
hash,mean_bit_error_fraction,scaling,1.5,1200,0.003694,0.002930,0.002478,0.95,percentile_bootstrap_mean,0.003554,0.003838,20260812,2000
hash,mean_bit_error_fraction,scaling,2.0,1200,0.003960,0.003906,0.002428,0.95,percentile_bootstrap_mean,0.003823,0.004097,20260812,2000
hash,mean_bit_error_fraction,scaling,3.0,1200,0.003824,0.002930,0.002349,0.95,percentile_bootstrap_mean,0.003695,0.003956,20260812,2000
hash,mean_bit_error_fraction,vibrancy,0.2,1200,0.028119,0.026367,0.014482,0.95,percentile_bootstrap_mean,0.027283,0.028953,20260812,2000
hash,mean_bit_error_fraction,vibrancy,0.43,1200,0.024666,0.022461,0.012896,0.95,percentile_bootstrap_mean,0.023927,0.025392,20260812,2000
hash,mean_bit_error_fraction,vibrancy,0.66,1200,0.019715,0.018555,0.010617,0.95,percentile_bootstrap_mean,0.019128,0.020317,20260812,2000
hash,mean_bit_error_fraction,vibrancy,0.89,1200,0.010836,0.009766,0.006892,0.95,percentile_bootstrap_mean,0.010462,0.011238,20260812,2000
hash,mean_bit_error_fraction,vibrancy,1.11,1200,0.012809,0.011719,0.007641,0.95,percentile_bootstrap_mean,0.012389,0.013243,20260812,2000
hash,mean_bit_error_fraction,vibrancy,1.34,1200,0.035258,0.033203,0.017753,0.95,percentile_bootstrap_mean,0.034310,0.036305,20260812,2000
hash,mean_bit_error_fraction,vibrancy,1.57,1200,0.056358,0.053711,0.027314,0.95,percentile_bootstrap_mean,0.054869,0.057851,20260812,2000
hash,mean_bit_error_fraction,vibrancy,1.8,1200,0.081794,0.079102,0.037274,0.95,percentile_bootstrap_mean,0.079583,0.083909,20260812,2000
hash,worst_algorithm_bit_error_fraction,brightness,0.5,1200,0.042044,0.031250,0.020111,0.95,percentile_bootstrap_mean,0.040911,0.043138,20260812,2000
hash,worst_algorithm_bit_error_fraction,brightness,0.7,1200,0.030365,0.031250,0.017278,0.95,percentile_bootstrap_mean,0.029427,0.031328,20260812,2000
hash,worst_algorithm_bit_error_fraction,brightness,0.85,1200,0.023014,0.015625,0.015844,0.95,percentile_bootstrap_mean,0.022129,0.023939,20260812,2000
hash,worst_algorithm_bit_error_fraction,brightness,1.15,1200,0.040501,0.031250,0.025624,0.95,percentile_bootstrap_mean,0.039108,0.042051,20260812,2000
hash,worst_algorithm_bit_error_fraction,brightness,1.5,1200,0.096426,0.093750,0.039692,0.95,percentile_bootstrap_mean,0.094245,0.098770,20260812,2000
hash,worst_algorithm_bit_error_fraction,brightness,2.0,1200,0.149766,0.140625,0.042248,0.95,percentile_bootstrap_mean,0.147421,0.152070,20260812,2000
hash,worst_algorithm_bit_error_fraction,contrast,0.5,1200,0.053203,0.046875,0.020176,0.95,percentile_bootstrap_mean,0.052044,0.054362,20260812,2000
hash,worst_algorithm_bit_error_fraction,contrast,0.7,1200,0.045273,0.046875,0.018585,0.95,percentile_bootstrap_mean,0.044179,0.046250,20260812,2000
hash,worst_algorithm_bit_error_fraction,contrast,0.85,1200,0.037051,0.031250,0.016823,0.95,percentile_bootstrap_mean,0.036106,0.037995,20260812,2000
hash,worst_algorithm_bit_error_fraction,contrast,1.15,1200,0.040690,0.031250,0.017595,0.95,percentile_bootstrap_mean,0.039694,0.041719,20260812,2000
hash,worst_algorithm_bit_error_fraction,contrast,1.5,1200,0.068919,0.062500,0.022150,0.95,percentile_bootstrap_mean,0.067689,0.070215,20260812,2000
hash,worst_algorithm_bit_error_fraction,contrast,2.0,1200,0.093145,0.093750,0.026891,0.95,percentile_bootstrap_mean,0.091673,0.094681,20260812,2000
hash,worst_algorithm_bit_error_fraction,crop_center,0.1,1200,0.322474,0.320312,0.054531,0.95,percentile_bootstrap_mean,0.319296,0.325496,20260812,2000
hash,worst_algorithm_bit_error_fraction,crop_center,0.2,1200,0.466146,0.468750,0.054343,0.95,percentile_bootstrap_mean,0.463151,0.469160,20260812,2000
hash,worst_algorithm_bit_error_fraction,crop_center,0.3,1200,0.489674,0.492188,0.043049,0.95,percentile_bootstrap_mean,0.487200,0.492175,20260812,2000
hash,worst_algorithm_bit_error_fraction,crop_center,0.4,1200,0.495977,0.492188,0.038050,0.95,percentile_bootstrap_mean,0.493952,0.498053,20260812,2000
hash,worst_algorithm_bit_error_fraction,crop_center,0.5,1200,0.498867,0.500000,0.035024,0.95,percentile_bootstrap_mean,0.496868,0.500892,20260812,2000
hash,worst_algorithm_bit_error_fraction,crop_center,0.6,1200,0.498060,0.500000,0.032200,0.95,percentile_bootstrap_mean,0.496237,0.499844,20260812,2000
hash,worst_algorithm_bit_error_fraction,crop_center,0.7,1200,0.500488,0.500000,0.032487,0.95,percentile_bootstrap_mean,0.498678,0.502337,20260812,2000
hash,worst_algorithm_bit_error_fraction,crop_center,0.8,1200,0.497702,0.500000,0.030938,0.95,percentile_bootstrap_mean,0.495937,0.499460,20260812,2000
hash,worst_algorithm_bit_error_fraction,crop_random,0.1,1200,0.404759,0.406250,0.067821,0.95,percentile_bootstrap_mean,0.400963,0.408522,20260812,2000
hash,worst_algorithm_bit_error_fraction,crop_random,0.2,1200,0.481133,0.484375,0.044379,0.95,percentile_bootstrap_mean,0.478568,0.483594,20260812,2000
hash,worst_algorithm_bit_error_fraction,crop_random,0.3,1200,0.494212,0.492188,0.035533,0.95,percentile_bootstrap_mean,0.492096,0.496243,20260812,2000
hash,worst_algorithm_bit_error_fraction,crop_random,0.4,1200,0.498672,0.500000,0.033889,0.95,percentile_bootstrap_mean,0.496777,0.500521,20260812,2000
hash,worst_algorithm_bit_error_fraction,crop_random,0.5,1200,0.499876,0.500000,0.031969,0.95,percentile_bootstrap_mean,0.498066,0.501621,20260812,2000
hash,worst_algorithm_bit_error_fraction,crop_random,0.6,1200,0.501393,0.500000,0.031162,0.95,percentile_bootstrap_mean,0.499694,0.503086,20260812,2000
hash,worst_algorithm_bit_error_fraction,crop_random,0.7,1200,0.498431,0.500000,0.031715,0.95,percentile_bootstrap_mean,0.496660,0.500299,20260812,2000
hash,worst_algorithm_bit_error_fraction,crop_random,0.8,1200,0.499551,0.500000,0.032045,0.95,percentile_bootstrap_mean,0.497773,0.501315,20260812,2000
hash,worst_algorithm_bit_error_fraction,gaussian_blur,0.5,1200,0.011465,0.007812,0.012231,0.95,percentile_bootstrap_mean,0.010801,0.012161,20260812,2000
hash,worst_algorithm_bit_error_fraction,gaussian_blur,1.0,1200,0.024896,0.015625,0.014891,0.95,percentile_bootstrap_mean,0.024023,0.025775,20260812,2000
hash,worst_algorithm_bit_error_fraction,gaussian_blur,1.5,1200,0.025065,0.023438,0.014090,0.95,percentile_bootstrap_mean,0.024264,0.025859,20260812,2000
hash,worst_algorithm_bit_error_fraction,gaussian_blur,2.0,1200,0.029102,0.031250,0.014258,0.95,percentile_bootstrap_mean,0.028288,0.029909,20260812,2000
hash,worst_algorithm_bit_error_fraction,gaussian_blur,3.0,1200,0.035729,0.031250,0.014753,0.95,percentile_bootstrap_mean,0.034922,0.036589,20260812,2000
hash,worst_algorithm_bit_error_fraction,gaussian_blur,5.0,1200,0.042982,0.046875,0.015693,0.95,percentile_bootstrap_mean,0.042038,0.043867,20260812,2000
hash,worst_algorithm_bit_error_fraction,jpeg_compression,10,1200,0.040827,0.031250,0.026583,0.95,percentile_bootstrap_mean,0.039381,0.042370,20260812,2000
hash,worst_algorithm_bit_error_fraction,jpeg_compression,20,1200,0.028424,0.031250,0.020272,0.95,percentile_bootstrap_mean,0.027285,0.029538,20260812,2000
hash,worst_algorithm_bit_error_fraction,jpeg_compression,35,1200,0.022565,0.015625,0.016795,0.95,percentile_bootstrap_mean,0.021595,0.023542,20260812,2000
hash,worst_algorithm_bit_error_fraction,jpeg_compression,5,1200,0.065065,0.062500,0.034313,0.95,percentile_bootstrap_mean,0.063079,0.067025,20260812,2000
hash,worst_algorithm_bit_error_fraction,jpeg_compression,50,1200,0.019824,0.015625,0.015099,0.95,percentile_bootstrap_mean,0.018958,0.020742,20260812,2000
hash,worst_algorithm_bit_error_fraction,jpeg_compression,65,1200,0.017969,0.015625,0.014351,0.95,percentile_bootstrap_mean,0.017174,0.018796,20260812,2000
hash,worst_algorithm_bit_error_fraction,jpeg_compression,80,1200,0.016100,0.015625,0.014271,0.95,percentile_bootstrap_mean,0.015345,0.016921,20260812,2000
hash,worst_algorithm_bit_error_fraction,jpeg_compression,95,1200,0.012161,0.015625,0.013043,0.95,percentile_bootstrap_mean,0.011413,0.012884,20260812,2000
hash,worst_algorithm_bit_error_fraction,letterbox,black,1200,0.387233,0.406250,0.102731,0.95,percentile_bootstrap_mean,0.381367,0.392975,20260812,2000
hash,worst_algorithm_bit_error_fraction,letterbox,grey,1200,0.387083,0.406250,0.103137,0.95,percentile_bootstrap_mean,0.381314,0.393010,20260812,2000
hash,worst_algorithm_bit_error_fraction,rotation,1,1200,0.095417,0.093750,0.030250,0.95,percentile_bootstrap_mean,0.093809,0.097168,20260812,2000
hash,worst_algorithm_bit_error_fraction,rotation,10,1200,0.444238,0.453125,0.048072,0.95,percentile_bootstrap_mean,0.441555,0.446953,20260812,2000
hash,worst_algorithm_bit_error_fraction,rotation,2,1200,0.159661,0.156250,0.035080,0.95,percentile_bootstrap_mean,0.157669,0.161608,20260812,2000
hash,worst_algorithm_bit_error_fraction,rotation,20,1200,0.490645,0.492188,0.038637,0.95,percentile_bootstrap_mean,0.488437,0.492794,20260812,2000
hash,worst_algorithm_bit_error_fraction,rotation,45,1200,0.498594,0.500000,0.032163,0.95,percentile_bootstrap_mean,0.496842,0.500501,20260812,2000
hash,worst_algorithm_bit_error_fraction,rotation,5,1200,0.314720,0.312500,0.049930,0.95,percentile_bootstrap_mean,0.311940,0.317449,20260812,2000
hash,worst_algorithm_bit_error_fraction,rotation,70,1200,0.500345,0.500000,0.032020,0.95,percentile_bootstrap_mean,0.498548,0.502077,20260812,2000
hash,worst_algorithm_bit_error_fraction,rotation,90,1200,0.500299,0.500000,0.030200,0.95,percentile_bootstrap_mean,0.498639,0.502070,20260812,2000
hash,worst_algorithm_bit_error_fraction,salt_pepper_noise,0.01,1200,0.025430,0.023438,0.017517,0.95,percentile_bootstrap_mean,0.024486,0.026426,20260812,2000
hash,worst_algorithm_bit_error_fraction,salt_pepper_noise,0.02,1200,0.029805,0.031250,0.019598,0.95,percentile_bootstrap_mean,0.028698,0.030899,20260812,2000
hash,worst_algorithm_bit_error_fraction,salt_pepper_noise,0.04,1200,0.037585,0.031250,0.023751,0.95,percentile_bootstrap_mean,0.036263,0.038958,20260812,2000
hash,worst_algorithm_bit_error_fraction,salt_pepper_noise,0.06,1200,0.042780,0.031250,0.025623,0.95,percentile_bootstrap_mean,0.041348,0.044284,20260812,2000
hash,worst_algorithm_bit_error_fraction,salt_pepper_noise,0.1,1200,0.051543,0.046875,0.028933,0.95,percentile_bootstrap_mean,0.049974,0.053236,20260812,2000
hash,worst_algorithm_bit_error_fraction,salt_pepper_noise,0.15,1200,0.060990,0.054688,0.031389,0.95,percentile_bootstrap_mean,0.059290,0.062708,20260812,2000
hash,worst_algorithm_bit_error_fraction,saturation,0.2,1200,0.052650,0.046875,0.021090,0.95,percentile_bootstrap_mean,0.051412,0.053848,20260812,2000
hash,worst_algorithm_bit_error_fraction,saturation,0.43,1200,0.046576,0.046875,0.020102,0.95,percentile_bootstrap_mean,0.045429,0.047734,20260812,2000
hash,worst_algorithm_bit_error_fraction,saturation,0.66,1200,0.038841,0.031250,0.018566,0.95,percentile_bootstrap_mean,0.037786,0.039935,20260812,2000
hash,worst_algorithm_bit_error_fraction,saturation,0.89,1200,0.025944,0.031250,0.016446,0.95,percentile_bootstrap_mean,0.025039,0.026830,20260812,2000
hash,worst_algorithm_bit_error_fraction,saturation,1.11,1200,0.026536,0.031250,0.015863,0.95,percentile_bootstrap_mean,0.025645,0.027448,20260812,2000
hash,worst_algorithm_bit_error_fraction,saturation,1.34,1200,0.039323,0.031250,0.018331,0.95,percentile_bootstrap_mean,0.038333,0.040332,20260812,2000
hash,worst_algorithm_bit_error_fraction,saturation,1.57,1200,0.046081,0.046875,0.018803,0.95,percentile_bootstrap_mean,0.045013,0.047168,20260812,2000
hash,worst_algorithm_bit_error_fraction,saturation,1.8,1200,0.050879,0.046875,0.019385,0.95,percentile_bootstrap_mean,0.049844,0.052044,20260812,2000
hash,worst_algorithm_bit_error_fraction,scaling,0.25,1200,0.074115,0.070312,0.021440,0.95,percentile_bootstrap_mean,0.072923,0.075339,20260812,2000
hash,worst_algorithm_bit_error_fraction,scaling,0.5,1200,0.040156,0.039062,0.019901,0.95,percentile_bootstrap_mean,0.039114,0.041315,20260812,2000
hash,worst_algorithm_bit_error_fraction,scaling,0.75,1200,0.036510,0.035156,0.014507,0.95,percentile_bootstrap_mean,0.035671,0.037311,20260812,2000
hash,worst_algorithm_bit_error_fraction,scaling,1.5,1200,0.021979,0.015625,0.012075,0.95,percentile_bootstrap_mean,0.021289,0.022689,20260812,2000
hash,worst_algorithm_bit_error_fraction,scaling,2.0,1200,0.023796,0.023438,0.011633,0.95,percentile_bootstrap_mean,0.023112,0.024460,20260812,2000
hash,worst_algorithm_bit_error_fraction,scaling,3.0,1200,0.023730,0.023438,0.011503,0.95,percentile_bootstrap_mean,0.023118,0.024375,20260812,2000
hash,worst_algorithm_bit_error_fraction,vibrancy,0.2,1200,0.059928,0.062500,0.028094,0.95,percentile_bootstrap_mean,0.058404,0.061504,20260812,2000
hash,worst_algorithm_bit_error_fraction,vibrancy,0.43,1200,0.054993,0.046875,0.026775,0.95,percentile_bootstrap_mean,0.053411,0.056420,20260812,2000
hash,worst_algorithm_bit_error_fraction,vibrancy,0.66,1200,0.047617,0.046875,0.024696,0.95,percentile_bootstrap_mean,0.046230,0.049030,20260812,2000
hash,worst_algorithm_bit_error_fraction,vibrancy,0.89,1200,0.033118,0.031250,0.018452,0.95,percentile_bootstrap_mean,0.032083,0.034206,20260812,2000
hash,worst_algorithm_bit_error_fraction,vibrancy,1.11,1200,0.036549,0.031250,0.018920,0.95,percentile_bootstrap_mean,0.035495,0.037565,20260812,2000
hash,worst_algorithm_bit_error_fraction,vibrancy,1.34,1200,0.071478,0.062500,0.031660,0.95,percentile_bootstrap_mean,0.069753,0.073268,20260812,2000
hash,worst_algorithm_bit_error_fraction,vibrancy,1.57,1200,0.103451,0.093750,0.044791,0.95,percentile_bootstrap_mean,0.100833,0.106075,20260812,2000
hash,worst_algorithm_bit_error_fraction,vibrancy,1.8,1200,0.141230,0.132812,0.059582,0.95,percentile_bootstrap_mean,0.137825,0.144434,20260812,2000
lsb,bit_accuracy,brightness,0.5,1200,0.502228,0.510204,0.077107,0.95,percentile_bootstrap_mean,0.497754,0.506497,20260812,2000
lsb,bit_accuracy,brightness,0.7,1200,0.486259,0.489796,0.120380,0.95,percentile_bootstrap_mean,0.479199,0.492824,20260812,2000
lsb,bit_accuracy,brightness,0.85,1200,0.478997,0.489796,0.157106,0.95,percentile_bootstrap_mean,0.470170,0.488265,20260812,2000
lsb,bit_accuracy,brightness,1.15,1200,0.514337,0.489796,0.167344,0.95,percentile_bootstrap_mean,0.504693,0.523794,20260812,2000
lsb,bit_accuracy,brightness,1.5,1200,0.478776,0.469388,0.123767,0.95,percentile_bootstrap_mean,0.472108,0.485614,20260812,2000
lsb,bit_accuracy,brightness,2.0,1200,0.523793,0.571429,0.117037,0.95,percentile_bootstrap_mean,0.517124,0.530358,20260812,2000
lsb,bit_accuracy,contrast,0.5,1200,0.499473,0.489796,0.115892,0.95,percentile_bootstrap_mean,0.493146,0.506020,20260812,2000
lsb,bit_accuracy,contrast,0.7,1200,0.496190,0.489796,0.140121,0.95,percentile_bootstrap_mean,0.488316,0.504133,20260812,2000
lsb,bit_accuracy,contrast,0.85,1200,0.504099,0.510204,0.179035,0.95,percentile_bootstrap_mean,0.493791,0.513401,20260812,2000
lsb,bit_accuracy,contrast,1.15,1200,0.507959,0.510204,0.134398,0.95,percentile_bootstrap_mean,0.500442,0.515629,20260812,2000
lsb,bit_accuracy,contrast,1.5,1200,0.510187,0.510204,0.097618,0.95,percentile_bootstrap_mean,0.504898,0.515919,20260812,2000
lsb,bit_accuracy,contrast,2.0,1200,0.514864,0.551020,0.119421,0.95,percentile_bootstrap_mean,0.508247,0.521668,20260812,2000
lsb,bit_accuracy,crop_center,0.1,1200,0.498095,0.489796,0.075926,0.95,percentile_bootstrap_mean,0.493911,0.502330,20260812,2000
lsb,bit_accuracy,crop_center,0.2,1200,0.498520,0.489796,0.075509,0.95,percentile_bootstrap_mean,0.494506,0.502806,20260812,2000
lsb,bit_accuracy,crop_center,0.3,1200,0.497364,0.489796,0.074560,0.95,percentile_bootstrap_mean,0.493197,0.501565,20260812,2000
lsb,bit_accuracy,crop_center,0.4,1200,0.498095,0.489796,0.072091,0.95,percentile_bootstrap_mean,0.494115,0.502143,20260812,2000
lsb,bit_accuracy,crop_center,0.5,1200,0.499949,0.510204,0.074774,0.95,percentile_bootstrap_mean,0.495509,0.504355,20260812,2000
lsb,bit_accuracy,crop_center,0.6,1200,0.498044,0.489796,0.075244,0.95,percentile_bootstrap_mean,0.493912,0.502230,20260812,2000
lsb,bit_accuracy,crop_center,0.7,1200,0.497126,0.489796,0.072049,0.95,percentile_bootstrap_mean,0.493009,0.501327,20260812,2000
lsb,bit_accuracy,crop_center,0.8,1200,0.502500,0.510204,0.072150,0.95,percentile_bootstrap_mean,0.498418,0.506310,20260812,2000
lsb,bit_accuracy,crop_random,0.1,1200,0.500646,0.510204,0.076339,0.95,percentile_bootstrap_mean,0.496360,0.504966,20260812,2000
lsb,bit_accuracy,crop_random,0.2,1200,0.498078,0.510204,0.073489,0.95,percentile_bootstrap_mean,0.494082,0.502212,20260812,2000
lsb,bit_accuracy,crop_random,0.3,1200,0.499184,0.489796,0.076451,0.95,percentile_bootstrap_mean,0.494983,0.503623,20260812,2000
lsb,bit_accuracy,crop_random,0.4,1200,0.501684,0.510204,0.073035,0.95,percentile_bootstrap_mean,0.497482,0.505731,20260812,2000
lsb,bit_accuracy,crop_random,0.5,1200,0.499507,0.489796,0.072547,0.95,percentile_bootstrap_mean,0.495204,0.503469,20260812,2000
lsb,bit_accuracy,crop_random,0.6,1200,0.500136,0.489796,0.071633,0.95,percentile_bootstrap_mean,0.496291,0.504031,20260812,2000
lsb,bit_accuracy,crop_random,0.7,1200,0.505051,0.510204,0.074029,0.95,percentile_bootstrap_mean,0.501190,0.509337,20260812,2000
lsb,bit_accuracy,crop_random,0.8,1200,0.500000,0.489796,0.072835,0.95,percentile_bootstrap_mean,0.495952,0.504201,20260812,2000
lsb,bit_accuracy,gaussian_blur,0.5,1200,0.827517,0.918367,0.200034,0.95,percentile_bootstrap_mean,0.816102,0.839202,20260812,2000
lsb,bit_accuracy,gaussian_blur,1.0,1200,0.619456,0.571429,0.171585,0.95,percentile_bootstrap_mean,0.609898,0.629389,20260812,2000
lsb,bit_accuracy,gaussian_blur,1.5,1200,0.521480,0.510204,0.090582,0.95,percentile_bootstrap_mean,0.516190,0.526378,20260812,2000
lsb,bit_accuracy,gaussian_blur,2.0,1200,0.521752,0.510204,0.091524,0.95,percentile_bootstrap_mean,0.516633,0.527262,20260812,2000
lsb,bit_accuracy,gaussian_blur,3.0,1200,0.510034,0.510204,0.081120,0.95,percentile_bootstrap_mean,0.505374,0.514388,20260812,2000
lsb,bit_accuracy,gaussian_blur,5.0,1200,0.506939,0.510204,0.073946,0.95,percentile_bootstrap_mean,0.502891,0.511122,20260812,2000
lsb,bit_accuracy,jpeg_compression,10,1200,0.507585,0.489796,0.096399,0.95,percentile_bootstrap_mean,0.502108,0.513334,20260812,2000
lsb,bit_accuracy,jpeg_compression,20,1200,0.499167,0.510204,0.087665,0.95,percentile_bootstrap_mean,0.494166,0.504082,20260812,2000
lsb,bit_accuracy,jpeg_compression,35,1200,0.501599,0.510204,0.084441,0.95,percentile_bootstrap_mean,0.496615,0.506208,20260812,2000
lsb,bit_accuracy,jpeg_compression,5,1200,0.546429,0.571429,0.095252,0.95,percentile_bootstrap_mean,0.540935,0.551923,20260812,2000
lsb,bit_accuracy,jpeg_compression,50,1200,0.509337,0.510204,0.079330,0.95,percentile_bootstrap_mean,0.504710,0.514031,20260812,2000
lsb,bit_accuracy,jpeg_compression,65,1200,0.500340,0.510204,0.078504,0.95,percentile_bootstrap_mean,0.495765,0.504915,20260812,2000
lsb,bit_accuracy,jpeg_compression,80,1200,0.501156,0.500000,0.073538,0.95,percentile_bootstrap_mean,0.496989,0.505221,20260812,2000
lsb,bit_accuracy,jpeg_compression,95,1200,0.506565,0.510204,0.073896,0.95,percentile_bootstrap_mean,0.502296,0.510920,20260812,2000
lsb,bit_accuracy,letterbox,black,1200,0.645170,0.632653,0.070229,0.95,percentile_bootstrap_mean,0.641429,0.649303,20260812,2000
lsb,bit_accuracy,letterbox,grey,1200,0.645170,0.632653,0.070229,0.95,percentile_bootstrap_mean,0.641276,0.649218,20260812,2000
lsb,bit_accuracy,none,,1200,1.000000,1.000000,0.000000,0.95,percentile_bootstrap_mean,1.000000,1.000000,20260812,2000
lsb,bit_accuracy,rotation,1,1200,0.632653,0.632653,0.000000,0.95,percentile_bootstrap_mean,0.632653,0.632653,20260812,2000
lsb,bit_accuracy,rotation,10,1200,0.632653,0.632653,0.000000,0.95,percentile_bootstrap_mean,0.632653,0.632653,20260812,2000
lsb,bit_accuracy,rotation,2,1200,0.632653,0.632653,0.000000,0.95,percentile_bootstrap_mean,0.632653,0.632653,20260812,2000
lsb,bit_accuracy,rotation,20,1200,0.632653,0.632653,0.000000,0.95,percentile_bootstrap_mean,0.632653,0.632653,20260812,2000
lsb,bit_accuracy,rotation,45,1200,0.632653,0.632653,0.000000,0.95,percentile_bootstrap_mean,0.632653,0.632653,20260812,2000
lsb,bit_accuracy,rotation,5,1200,0.632653,0.632653,0.000000,0.95,percentile_bootstrap_mean,0.632653,0.632653,20260812,2000
lsb,bit_accuracy,rotation,70,1200,0.631939,0.632653,0.012000,0.95,percentile_bootstrap_mean,0.631224,0.632551,20260812,2000
lsb,bit_accuracy,rotation,90,1200,0.499643,0.489796,0.074219,0.95,percentile_bootstrap_mean,0.495357,0.503759,20260812,2000
lsb,bit_accuracy,salt_pepper_noise,0.01,1200,0.994660,1.000000,0.015457,0.95,percentile_bootstrap_mean,0.993724,0.995493,20260812,2000
lsb,bit_accuracy,salt_pepper_noise,0.02,1200,0.990697,1.000000,0.019984,0.95,percentile_bootstrap_mean,0.989540,0.991786,20260812,2000
lsb,bit_accuracy,salt_pepper_noise,0.04,1200,0.978486,1.000000,0.029241,0.95,percentile_bootstrap_mean,0.976837,0.980170,20260812,2000
lsb,bit_accuracy,salt_pepper_noise,0.06,1200,0.969745,0.979592,0.035684,0.95,percentile_bootstrap_mean,0.967704,0.971752,20260812,2000
lsb,bit_accuracy,salt_pepper_noise,0.1,1200,0.950901,0.959184,0.043412,0.95,percentile_bootstrap_mean,0.948333,0.953283,20260812,2000
lsb,bit_accuracy,salt_pepper_noise,0.15,1200,0.926310,0.938776,0.053459,0.95,percentile_bootstrap_mean,0.923299,0.929235,20260812,2000
lsb,bit_accuracy,saturation,0.2,1200,0.629439,0.612245,0.126602,0.95,percentile_bootstrap_mean,0.621885,0.636548,20260812,2000
