method,metric,transform_name,intensity_value,n_images,mean,median,sd,ci_level,ci_method,ci_low,ci_high,bootstrap_seed,bootstrap_repetitions
lsb,bit_accuracy,saturation,0.43,1200,0.568537,0.551020,0.151760,0.95,percentile_bootstrap_mean,0.560034,0.576548,20260812,2000
lsb,bit_accuracy,saturation,0.66,1200,0.564983,0.551020,0.168961,0.95,percentile_bootstrap_mean,0.556020,0.574184,20260812,2000
lsb,bit_accuracy,saturation,0.89,1200,0.567687,0.571429,0.204987,0.95,percentile_bootstrap_mean,0.555884,0.579527,20260812,2000
lsb,bit_accuracy,saturation,1.11,1200,0.578350,0.571429,0.202196,0.95,percentile_bootstrap_mean,0.566920,0.590035,20260812,2000
lsb,bit_accuracy,saturation,1.34,1200,0.575272,0.551020,0.165997,0.95,percentile_bootstrap_mean,0.565969,0.584440,20260812,2000
lsb,bit_accuracy,saturation,1.57,1200,0.574745,0.561224,0.148106,0.95,percentile_bootstrap_mean,0.566700,0.582789,20260812,2000
lsb,bit_accuracy,saturation,1.8,1200,0.634609,0.632653,0.123156,0.95,percentile_bootstrap_mean,0.627687,0.641600,20260812,2000
lsb,bit_accuracy,scaling,0.25,1200,0.498639,0.489796,0.074869,0.95,percentile_bootstrap_mean,0.494252,0.502790,20260812,2000
lsb,bit_accuracy,scaling,0.5,1200,0.502636,0.510204,0.076895,0.95,percentile_bootstrap_mean,0.498415,0.506974,20260812,2000
lsb,bit_accuracy,scaling,0.75,1200,0.503333,0.510204,0.071405,0.95,percentile_bootstrap_mean,0.499252,0.507500,20260812,2000
lsb,bit_accuracy,scaling,1.5,1200,0.522551,0.530612,0.067165,0.95,percentile_bootstrap_mean,0.518773,0.526021,20260812,2000
lsb,bit_accuracy,scaling,2.0,1200,0.518452,0.530612,0.068740,0.95,percentile_bootstrap_mean,0.514676,0.522177,20260812,2000
lsb,bit_accuracy,scaling,3.0,1200,0.532296,0.530612,0.079316,0.95,percentile_bootstrap_mean,0.527941,0.536650,20260812,2000
lsb,bit_accuracy,vibrancy,0.2,1200,0.710544,0.714286,0.079068,0.95,percentile_bootstrap_mean,0.706105,0.715001,20260812,2000
lsb,bit_accuracy,vibrancy,0.43,1200,0.711344,0.714286,0.081981,0.95,percentile_bootstrap_mean,0.706733,0.716174,20260812,2000
lsb,bit_accuracy,vibrancy,0.66,1200,0.708112,0.693878,0.089619,0.95,percentile_bootstrap_mean,0.703282,0.713334,20260812,2000
lsb,bit_accuracy,vibrancy,0.89,1200,0.702313,0.693878,0.115730,0.95,percentile_bootstrap_mean,0.695680,0.709031,20260812,2000
lsb,bit_accuracy,vibrancy,1.11,1200,0.706616,0.673469,0.121631,0.95,percentile_bootstrap_mean,0.700051,0.713588,20260812,2000
lsb,bit_accuracy,vibrancy,1.34,1200,0.698759,0.683673,0.107365,0.95,percentile_bootstrap_mean,0.692687,0.704882,20260812,2000
lsb,bit_accuracy,vibrancy,1.57,1200,0.695493,0.673469,0.099822,0.95,percentile_bootstrap_mean,0.689982,0.701123,20260812,2000
lsb,bit_accuracy,vibrancy,1.8,1200,0.696190,0.673469,0.091869,0.95,percentile_bootstrap_mean,0.690935,0.701565,20260812,2000
lsb,decode_present,brightness,0.5,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,brightness,0.7,1200,0.001667,0.000000,0.040808,0.95,wilson_binomial,0.000457,0.006057,,
lsb,decode_present,brightness,0.85,1200,0.002500,0.000000,0.049958,0.95,wilson_binomial,0.000851,0.007324,,
lsb,decode_present,brightness,1.15,1200,0.035000,0.000000,0.183856,0.95,wilson_binomial,0.025997,0.046971,,
lsb,decode_present,brightness,1.5,1200,0.014167,0.000000,0.118227,0.95,wilson_binomial,0.008864,0.022570,,
lsb,decode_present,brightness,2.0,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,contrast,0.5,1200,0.008333,0.000000,0.090944,0.95,wilson_binomial,0.004533,0.015272,,
lsb,decode_present,contrast,0.7,1200,0.014167,0.000000,0.118227,0.95,wilson_binomial,0.008864,0.022570,,
lsb,decode_present,contrast,0.85,1200,0.024167,0.000000,0.153630,0.95,wilson_binomial,0.016878,0.034492,,
lsb,decode_present,contrast,1.15,1200,0.003333,0.000000,0.057663,0.95,wilson_binomial,0.001297,0.008539,,
lsb,decode_present,contrast,1.5,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,contrast,2.0,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,crop_center,0.1,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,crop_center,0.2,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,crop_center,0.3,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,crop_center,0.4,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,crop_center,0.5,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,crop_center,0.6,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,crop_center,0.7,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,crop_center,0.8,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,crop_random,0.1,1200,0.000833,0.000000,0.028868,0.95,wilson_binomial,0.000147,0.004705,,
lsb,decode_present,crop_random,0.2,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,crop_random,0.3,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,crop_random,0.4,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,crop_random,0.5,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,crop_random,0.6,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,crop_random,0.7,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,crop_random,0.8,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,gaussian_blur,0.5,1200,0.385833,0.000000,0.486994,0.95,wilson_binomial,0.358697,0.413698,,
lsb,decode_present,gaussian_blur,1.0,1200,0.046667,0.000000,0.211012,0.95,wilson_binomial,0.036111,0.060116,,
lsb,decode_present,gaussian_blur,1.5,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,gaussian_blur,2.0,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,gaussian_blur,3.0,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,gaussian_blur,5.0,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,jpeg_compression,10,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,jpeg_compression,20,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,jpeg_compression,35,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,jpeg_compression,5,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,jpeg_compression,50,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,jpeg_compression,65,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,jpeg_compression,80,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,jpeg_compression,95,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,letterbox,black,1200,0.036667,0.000000,0.188020,0.95,wilson_binomial,0.027426,0.048864,,
lsb,decode_present,letterbox,grey,1200,0.036667,0.000000,0.188020,0.95,wilson_binomial,0.027426,0.048864,,
lsb,decode_present,none,,1200,1.000000,1.000000,0.000000,0.95,wilson_binomial,0.996809,1.000000,,
lsb,decode_present,rotation,1,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,rotation,10,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,rotation,2,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,rotation,20,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,rotation,45,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,rotation,5,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,rotation,70,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,rotation,90,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,salt_pepper_noise,0.01,1200,0.865000,1.000000,0.341866,0.95,wilson_binomial,0.844497,0.883174,,
lsb,decode_present,salt_pepper_noise,0.02,1200,0.780833,1.000000,0.413854,0.95,wilson_binomial,0.756552,0.803323,,
lsb,decode_present,salt_pepper_noise,0.04,1200,0.545833,1.000000,0.498102,0.95,wilson_binomial,0.517561,0.573813,,
lsb,decode_present,salt_pepper_noise,0.06,1200,0.435000,0.000000,0.495964,0.95,wilson_binomial,0.407202,0.463213,,
lsb,decode_present,salt_pepper_noise,0.1,1200,0.233333,0.000000,0.423129,0.95,wilson_binomial,0.210277,0.258092,,
lsb,decode_present,salt_pepper_noise,0.15,1200,0.121667,0.000000,0.327037,0.95,wilson_binomial,0.104368,0.141380,,
lsb,decode_present,saturation,0.2,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,saturation,0.43,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,saturation,0.66,1200,0.000833,0.000000,0.028868,0.95,wilson_binomial,0.000147,0.004705,,
lsb,decode_present,saturation,0.89,1200,0.007500,0.000000,0.086313,0.95,wilson_binomial,0.003951,0.014192,,
lsb,decode_present,saturation,1.11,1200,0.022500,0.000000,0.148365,0.95,wilson_binomial,0.015509,0.032539,,
lsb,decode_present,saturation,1.34,1200,0.015833,0.000000,0.124882,0.95,wilson_binomial,0.010160,0.024597,,
lsb,decode_present,saturation,1.57,1200,0.014167,0.000000,0.118227,0.95,wilson_binomial,0.008864,0.022570,,
lsb,decode_present,saturation,1.8,1200,0.014167,0.000000,0.118227,0.95,wilson_binomial,0.008864,0.022570,,
lsb,decode_present,scaling,0.25,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,scaling,0.5,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,scaling,0.75,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,scaling,1.5,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,scaling,2.0,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,scaling,3.0,1200,0.000000,0.000000,0.000000,0.95,wilson_binomial,0.000000,0.003191,,
lsb,decode_present,vibrancy,0.2,1200,0.023333,0.000000,0.151023,0.95,wilson_binomial,0.016192,0.033517,,
lsb,decode_present,vibrancy,0.43,1200,0.024167,0.000000,0.153630,0.95,wilson_binomial,0.016878,0.034492,,
lsb,decode_present,vibrancy,0.66,1200,0.035833,0.000000,0.185952,0.95,wilson_binomial,0.026711,0.047918,,
lsb,decode_present,vibrancy,0.89,1200,0.060000,0.000000,0.237586,0.95,wilson_binomial,0.047915,0.074893,,
lsb,decode_present,vibrancy,1.11,1200,0.061667,0.000000,0.240649,0.95,wilson_binomial,0.049405,0.076726,,
lsb,decode_present,vibrancy,1.34,1200,0.034167,0.000000,0.181733,0.95,wilson_binomial,0.025284,0.046022,,
lsb,decode_present,vibrancy,1.57,1200,0.005000,0.000000,0.070563,0.95,wilson_binomial,0.002293,0.010866,,
lsb,decode_present,vibrancy,1.8,1200,0.005833,0.000000,0.076185,0.95,wilson_binomial,0.002828,0.011992,,
trustmark,bit_accuracy,brightness,0.5,1200,0.989975,1.000000,0.042147,0.95,percentile_bootstrap_mean,0.987475,0.992133,20260812,2000
trustmark,bit_accuracy,brightness,0.7,1200,0.993342,1.000000,0.041899,0.95,percentile_bootstrap_mean,0.990766,0.995475,20260812,2000
trustmark,bit_accuracy,brightness,0.85,1200,0.994033,1.000000,0.041388,0.95,percentile_bootstrap_mean,0.991575,0.996175,20260812,2000
trustmark,bit_accuracy,brightness,1.15,1200,0.987367,1.000000,0.053016,0.95,percentile_bootstrap_mean,0.984383,0.990050,20260812,2000
trustmark,bit_accuracy,brightness,1.5,1200,0.954300,0.990000,0.080527,0.95,percentile_bootstrap_mean,0.949549,0.958784,20260812,2000
trustmark,bit_accuracy,brightness,2.0,1200,0.898667,0.930000,0.112193,0.95,percentile_bootstrap_mean,0.891966,0.904984,20260812,2000
trustmark,bit_accuracy,contrast,0.5,1200,0.987925,1.000000,0.043363,0.95,percentile_bootstrap_mean,0.985408,0.990267,20260812,2000
trustmark,bit_accuracy,contrast,0.7,1200,0.992792,1.000000,0.042424,0.95,percentile_bootstrap_mean,0.990125,0.995058,20260812,2000
trustmark,bit_accuracy,contrast,0.85,1200,0.994067,1.000000,0.041484,0.95,percentile_bootstrap_mean,0.991591,0.996192,20260812,2000
trustmark,bit_accuracy,contrast,1.15,1200,0.986267,1.000000,0.049663,0.95,percentile_bootstrap_mean,0.983274,0.989017,20260812,2000
trustmark,bit_accuracy,contrast,1.5,1200,0.945067,0.980000,0.082145,0.95,percentile_bootstrap_mean,0.940454,0.949667,20260812,2000
trustmark,bit_accuracy,contrast,2.0,1200,0.884167,0.920000,0.116419,0.95,percentile_bootstrap_mean,0.877425,0.890517,20260812,2000
trustmark,bit_accuracy,crop_center,0.1,1200,0.995617,1.000000,0.042922,0.95,percentile_bootstrap_mean,0.993100,0.997850,20260812,2000
trustmark,bit_accuracy,crop_center,0.2,1200,0.987875,1.000000,0.047257,0.95,percentile_bootstrap_mean,0.985058,0.990309,20260812,2000
trustmark,bit_accuracy,crop_center,0.3,1200,0.617367,0.620000,0.059456,0.95,percentile_bootstrap_mean,0.614049,0.620717,20260812,2000
trustmark,bit_accuracy,crop_center,0.4,1200,0.540942,0.540000,0.046995,0.95,percentile_bootstrap_mean,0.538366,0.543684,20260812,2000
trustmark,bit_accuracy,crop_center,0.5,1200,0.536050,0.530000,0.050745,0.95,percentile_bootstrap_mean,0.533224,0.539010,20260812,2000
trustmark,bit_accuracy,crop_center,0.6,1200,0.529450,0.530000,0.050690,0.95,percentile_bootstrap_mean,0.526558,0.532233,20260812,2000
trustmark,bit_accuracy,crop_center,0.7,1200,0.521067,0.520000,0.050969,0.95,percentile_bootstrap_mean,0.518216,0.523850,20260812,2000
trustmark,bit_accuracy,crop_center,0.8,1200,0.510608,0.510000,0.050554,0.95,percentile_bootstrap_mean,0.507775,0.513434,20260812,2000
trustmark,bit_accuracy,crop_random,0.1,1200,0.995450,1.000000,0.043060,0.95,percentile_bootstrap_mean,0.993000,0.997725,20260812,2000
trustmark,bit_accuracy,crop_random,0.2,1200,0.976425,0.990000,0.055228,0.95,percentile_bootstrap_mean,0.973192,0.979559,20260812,2000
trustmark,bit_accuracy,crop_random,0.3,1200,0.569817,0.560000,0.067902,0.95,percentile_bootstrap_mean,0.565941,0.573650,20260812,2000
trustmark,bit_accuracy,crop_random,0.4,1200,0.534367,0.530000,0.051815,0.95,percentile_bootstrap_mean,0.531533,0.537309,20260812,2000
trustmark,bit_accuracy,crop_random,0.5,1200,0.529042,0.530000,0.049711,0.95,percentile_bootstrap_mean,0.526275,0.531850,20260812,2000
trustmark,bit_accuracy,crop_random,0.6,1200,0.528158,0.530000,0.050675,0.95,percentile_bootstrap_mean,0.525342,0.531059,20260812,2000
trustmark,bit_accuracy,crop_random,0.7,1200,0.520083,0.520000,0.049530,0.95,percentile_bootstrap_mean,0.517191,0.522900,20260812,2000
trustmark,bit_accuracy,crop_random,0.8,1200,0.510875,0.510000,0.049533,0.95,percentile_bootstrap_mean,0.508083,0.513742,20260812,2000
trustmark,bit_accuracy,gaussian_blur,0.5,1200,0.994592,1.000000,0.040563,0.95,percentile_bootstrap_mean,0.992066,0.996726,20260812,2000
trustmark,bit_accuracy,gaussian_blur,1.0,1200,0.994275,1.000000,0.041904,0.95,percentile_bootstrap_mean,0.991858,0.996483,20260812,2000
trustmark,bit_accuracy,gaussian_blur,1.5,1200,0.994058,1.000000,0.041207,0.95,percentile_bootstrap_mean,0.991625,0.996267,20260812,2000
trustmark,bit_accuracy,gaussian_blur,2.0,1200,0.993017,1.000000,0.042441,0.95,percentile_bootstrap_mean,0.990441,0.995233,20260812,2000
trustmark,bit_accuracy,gaussian_blur,3.0,1200,0.984817,1.000000,0.049634,0.95,percentile_bootstrap_mean,0.981917,0.987559,20260812,2000
trustmark,bit_accuracy,gaussian_blur,5.0,1200,0.845808,0.890000,0.143317,0.95,percentile_bootstrap_mean,0.837772,0.853850,20260812,2000
trustmark,bit_accuracy,jpeg_compression,10,1200,0.788083,0.810000,0.097939,0.95,percentile_bootstrap_mean,0.782491,0.793809,20260812,2000
trustmark,bit_accuracy,jpeg_compression,20,1200,0.926500,0.940000,0.068971,0.95,percentile_bootstrap_mean,0.922600,0.930417,20260812,2000
trustmark,bit_accuracy,jpeg_compression,35,1200,0.968750,0.980000,0.055237,0.95,percentile_bootstrap_mean,0.965499,0.971817,20260812,2000
trustmark,bit_accuracy,jpeg_compression,5,1200,0.602700,0.600000,0.076437,0.95,percentile_bootstrap_mean,0.598333,0.607075,20260812,2000
trustmark,bit_accuracy,jpeg_compression,50,1200,0.979658,0.990000,0.049813,0.95,percentile_bootstrap_mean,0.976741,0.982284,20260812,2000
trustmark,bit_accuracy,jpeg_compression,65,1200,0.985475,1.000000,0.046879,0.95,percentile_bootstrap_mean,0.982641,0.987925,20260812,2000
trustmark,bit_accuracy,jpeg_compression,80,1200,0.990792,1.000000,0.042700,0.95,percentile_bootstrap_mean,0.988316,0.992942,20260812,2000
trustmark,bit_accuracy,jpeg_compression,95,1200,0.993483,1.000000,0.042224,0.95,percentile_bootstrap_mean,0.990850,0.995667,20260812,2000
trustmark,bit_accuracy,letterbox,black,1200,0.562675,0.540000,0.115761,0.95,percentile_bootstrap_mean,0.556099,0.569117,20260812,2000
trustmark,bit_accuracy,letterbox,grey,1200,0.561242,0.540000,0.115312,0.95,percentile_bootstrap_mean,0.554890,0.567902,20260812,2000
trustmark,bit_accuracy,none,,1200,0.994608,1.000000,0.041713,0.95,percentile_bootstrap_mean,0.991983,0.996742,20260812,2000
trustmark,bit_accuracy,rotation,1,1200,0.993150,1.000000,0.040310,0.95,percentile_bootstrap_mean,0.990491,0.995267,20260812,2000
trustmark,bit_accuracy,rotation,10,1200,0.515442,0.520000,0.047893,0.95,percentile_bootstrap_mean,0.512891,0.518259,20260812,2000
trustmark,bit_accuracy,rotation,2,1200,0.972300,0.990000,0.051765,0.95,percentile_bootstrap_mean,0.969391,0.975167,20260812,2000
trustmark,bit_accuracy,rotation,20,1200,0.508250,0.510000,0.048906,0.95,percentile_bootstrap_mean,0.505458,0.511058,20260812,2000
trustmark,bit_accuracy,rotation,45,1200,0.508683,0.510000,0.049074,0.95,percentile_bootstrap_mean,0.506000,0.511342,20260812,2000
trustmark,bit_accuracy,rotation,5,1200,0.629792,0.590000,0.129998,0.95,percentile_bootstrap_mean,0.622349,0.637543,20260812,2000
trustmark,bit_accuracy,rotation,70,1200,0.509767,0.510000,0.050967,0.95,percentile_bootstrap_mean,0.506967,0.512792,20260812,2000
trustmark,bit_accuracy,rotation,90,1200,0.512858,0.510000,0.050390,0.95,percentile_bootstrap_mean,0.509975,0.515475,20260812,2000
trustmark,bit_accuracy,salt_pepper_noise,0.01,1200,0.975033,0.990000,0.047429,0.95,percentile_bootstrap_mean,0.972333,0.977575,20260812,2000
trustmark,bit_accuracy,salt_pepper_noise,0.02,1200,0.946783,0.960000,0.061472,0.95,percentile_bootstrap_mean,0.943016,0.950309,20260812,2000
trustmark,bit_accuracy,salt_pepper_noise,0.04,1200,0.893208,0.910000,0.080479,0.95,percentile_bootstrap_mean,0.888441,0.897600,20260812,2000
trustmark,bit_accuracy,salt_pepper_noise,0.06,1200,0.845908,0.870000,0.092175,0.95,percentile_bootstrap_mean,0.840816,0.850934,20260812,2000
trustmark,bit_accuracy,salt_pepper_noise,0.1,1200,0.777150,0.790000,0.103335,0.95,percentile_bootstrap_mean,0.771575,0.783100,20260812,2000
trustmark,bit_accuracy,salt_pepper_noise,0.15,1200,0.719208,0.730000,0.103938,0.95,percentile_bootstrap_mean,0.713249,0.724901,20260812,2000
trustmark,bit_accuracy,saturation,0.2,1200,0.988933,1.000000,0.043958,0.95,percentile_bootstrap_mean,0.986166,0.991259,20260812,2000
trustmark,bit_accuracy,saturation,0.43,1200,0.992800,1.000000,0.043569,0.95,percentile_bootstrap_mean,0.990166,0.995117,20260812,2000
trustmark,bit_accuracy,saturation,0.66,1200,0.993833,1.000000,0.043381,0.95,percentile_bootstrap_mean,0.991042,0.996176,20260812,2000
trustmark,bit_accuracy,saturation,0.89,1200,0.994383,1.000000,0.042106,0.95,percentile_bootstrap_mean,0.991917,0.996592,20260812,2000
trustmark,bit_accuracy,saturation,1.11,1200,0.994292,1.000000,0.040874,0.95,percentile_bootstrap_mean,0.991708,0.996375,20260812,2000
trustmark,bit_accuracy,saturation,1.34,1200,0.993217,1.000000,0.042077,0.95,percentile_bootstrap_mean,0.990658,0.995467,20260812,2000
trustmark,bit_accuracy,saturation,1.57,1200,0.991533,1.000000,0.044416,0.95,percentile_bootstrap_mean,0.988908,0.993875,20260812,2000
trustmark,bit_accuracy,saturation,1.8,1200,0.989358,1.000000,0.046470,0.95,percentile_bootstrap_mean,0.986741,0.991833,20260812,2000
trustmark,bit_accuracy,scaling,0.25,1200,0.991900,1.000000,0.044813,0.95,percentile_bootstrap_mean,0.989350,0.994376,20260812,2000
trustmark,bit_accuracy,scaling,0.5,1200,0.994317,1.000000,0.040775,0.95,percentile_bootstrap_mean,0.991875,0.996425,20260812,2000
trustmark,bit_accuracy,scaling,0.75,1200,0.994592,1.000000,0.040351,0.95,percentile_bootstrap_mean,0.992124,0.996783,20260812,2000
trustmark,bit_accuracy,scaling,1.5,1200,0.994692,1.000000,0.040370,0.95,percentile_bootstrap_mean,0.992191,0.996801,20260812,2000
trustmark,bit_accuracy,scaling,2.0,1200,0.994667,1.000000,0.041437,0.95,percentile_bootstrap_mean,0.992132,0.996800,20260812,2000
trustmark,bit_accuracy,scaling,3.0,1200,0.994700,1.000000,0.040093,0.95,percentile_bootstrap_mean,0.992233,0.996775,20260812,2000
trustmark,bit_accuracy,vibrancy,0.2,1200,0.982550,1.000000,0.048581,0.95,percentile_bootstrap_mean,0.979666,0.985100,20260812,2000
trustmark,bit_accuracy,vibrancy,0.43,1200,0.984508,1.000000,0.047418,0.95,percentile_bootstrap_mean,0.981750,0.986917,20260812,2000
trustmark,bit_accuracy,vibrancy,0.66,1200,0.987400,1.000000,0.046168,0.95,percentile_bootstrap_mean,0.984741,0.989858,20260812,2000
trustmark,bit_accuracy,vibrancy,0.89,1200,0.991475,1.000000,0.043420,0.95,percentile_bootstrap_mean,0.988767,0.993850,20260812,2000
trustmark,bit_accuracy,vibrancy,1.11,1200,0.993525,1.000000,0.040044,0.95,percentile_bootstrap_mean,0.991133,0.995567,20260812,2000
trustmark,bit_accuracy,vibrancy,1.34,1200,0.977767,1.000000,0.060452,0.95,percentile_bootstrap_mean,0.974217,0.980909,20260812,2000
trustmark,bit_accuracy,vibrancy,1.57,1200,0.943500,0.980000,0.090520,0.95,percentile_bootstrap_mean,0.938258,0.948667,20260812,2000
trustmark,bit_accuracy,vibrancy,1.8,1200,0.888817,0.930000,0.119705,0.95,percentile_bootstrap_mean,0.881883,0.895517,20260812,2000
trustmark,decode_present,brightness,0.5,1200,0.969167,1.000000,0.172938,0.95,wilson_binomial,0.957790,0.977549,,
trustmark,decode_present,brightness,0.7,1200,0.985833,1.000000,0.118227,0.95,wilson_binomial,0.977430,0.991136,,
trustmark,decode_present,brightness,0.85,1200,0.987500,1.000000,0.111149,0.95,wilson_binomial,0.979478,0.992410,,
trustmark,decode_present,brightness,1.15,1200,0.948333,1.000000,0.221445,0.95,wilson_binomial,0.934317,0.959488,,
trustmark,decode_present,brightness,1.5,1200,0.708333,1.000000,0.454719,0.95,wilson_binomial,0.681984,0.733353,,
trustmark,decode_present,brightness,2.0,1200,0.421667,0.000000,0.494032,0.95,wilson_binomial,0.394020,0.449813,,
trustmark,decode_present,contrast,0.5,1200,0.951667,1.000000,0.214559,0.95,wilson_binomial,0.938025,0.962426,,
trustmark,decode_present,contrast,0.7,1200,0.985000,1.000000,0.121603,0.95,wilson_binomial,0.976414,0.990491,,
trustmark,decode_present,contrast,0.85,1200,0.987500,1.000000,0.111149,0.95,wilson_binomial,0.979478,0.992410,,
trustmark,decode_present,contrast,1.15,1200,0.933333,1.000000,0.249548,0.95,wilson_binomial,0.917792,0.946109,,
trustmark,decode_present,contrast,1.5,1200,0.650833,1.000000,0.476905,0.95,wilson_binomial,0.623419,0.677285,,
trustmark,decode_present,contrast,2.0,1200,0.363333,0.000000,0.481160,0.95,wilson_binomial,0.336597,0.390942,,
trustmark,decode_present,crop_center,0.1,1200,0.990833,1.000000,0.095343,0.95,wilson_binomial,0.983660,0.994874,,
trustmark,decode_present,crop_center,0.2,1200,0.951667,1.000000,0.214559,0.95,wilson_binomial,0.938025,0.962426,,
trustmark,decode_present,crop_center,0.3,1200,0.020833,0.000000,0.142886,0.95,wilson_binomial,0.014151,0.030574,,
trustmark,decode_present,crop_center,0.4,1200,0.027500,0.000000,0.163603,0.95,wilson_binomial,0.019648,0.038368,,
trustmark,decode_present,crop_center,0.5,1200,0.027500,0.000000,0.163603,0.95,wilson_binomial,0.019648,0.038368,,
trustmark,decode_present,crop_center,0.6,1200,0.023333,0.000000,0.151023,0.95,wilson_binomial,0.016192,0.033517,,
trustmark,decode_present,crop_center,0.7,1200,0.019167,0.000000,0.137168,0.95,wilson_binomial,0.012805,0.028597,,
trustmark,decode_present,crop_center,0.8,1200,0.025000,0.000000,0.156190,0.95,wilson_binomial,0.017567,0.035464,,
trustmark,decode_present,crop_random,0.1,1200,0.991667,1.000000,0.090944,0.95,wilson_binomial,0.984728,0.995467,,
trustmark,decode_present,crop_random,0.2,1200,0.869167,1.000000,0.337359,0.95,wilson_binomial,0.848903,0.887074,,
trustmark,decode_present,crop_random,0.3,1200,0.020833,0.000000,0.142886,0.95,wilson_binomial,0.014151,0.030574,,
trustmark,decode_present,crop_random,0.4,1200,0.023333,0.000000,0.151023,0.95,wilson_binomial,0.016192,0.033517,,
trustmark,decode_present,crop_random,0.5,1200,0.024167,0.000000,0.153630,0.95,wilson_binomial,0.016878,0.034492,,
